project,test,match_status,exception_type,category,message
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testVersions,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testVersions/917534149/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.jav
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testVersionLimits,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testVersionLimits/35847340/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testDeletes,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testDeletes/600535117/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testJiraTest867,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testJiraTest867/482443768/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testJiraTest861,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testJiraTest861/826539894/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testJiraTest33,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testJiraTest33/1683273695/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testJiraTest1014,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testJiraTest1014/688367676/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testJiraTest1182,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testJiraTest1182/1531009091/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaste
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testJiraTest52,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testJiraTest52/747897613/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.j
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testGet_EmptyTable,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testGet_EmptyTable/1087127079/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMas
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testGet_NonExistentRow,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testGet_NonExistentRow/604272762/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable(H
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testRowsPut,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testRowsPut/1541717881/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.jav
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testRowsPutBufferedOneFlush,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testRowsPutBufferedOneFlush/250149366/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTa
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testRowsPutBufferedManyManyFlushes,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testRowsPutBufferedManyManyFlushes/1064377158/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testHBase737,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testHBase737/1943520359/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.ja
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testListTables,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testListTables1/499577541/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testMiscHTableStuff,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testMiscHTableStuffA/1068529823/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable(HM
apache-hbase,org.apache.hadoop.hbase.client.TestFromClientSide#testGetClosestRowBefore,matched (2 report(s) available),java.io.IOException,Connection / Network,java.io.IOException: Target HLog directory already exists: hdfs://localhost:34211/user/root/testGetClosestRowBefore/1834378646/.logs  at org.apache.hadoop.hbase.regionserver.wal.HLog.<init>(HLog.java:278)  at org.apache.hadoop.hbase.regionserver.HRegion.createHRegion(HRegion.java:2081)  at org.apache.hadoop.hbase.master.RegionManager.createRegion(RegionManager.java:731)  at org.apache.hadoop.hbase.master.HMaster.createTable(HMaster.java:771)  at org.apache.hadoop.hbase.master.HMaster.createTable
apache-hbase,org.apache.hadoop.hbase.TestScanMultipleVersions#testScanMultipleVersions,matched (1989 report(s) available),org.apache.hadoop.hbase.client.NoServerForRegionException,Other (NoServerForRegionException),Timed out trying to locate root region because: Failed setting up proxy to /127.0.0.1:37253 after attempts=1
apache-hbase,org.apache.hadoop.hbase.regionserver.TestGetDeleteTracker#testIsDeleted_NotDeleted,matched (1 report(s) available),junit.framework.AssertionFailedError,Assertion Failure,expected:<false> but was:<true>
